date,temperature,humidity,wind_speed
2016-07-07,15.9,100.0,11.4
2016-07-04,18.0,76.0,5.8
2016-06-26,23.9,58.0,8.0
2016-05-17,17.3,71.0,3.4
2016-04-30,17.1,58.0,4.7
2016-04-17,20.8,44.0,3.7
2016-04-14,10.3,64.0,8.4
2016-04-03,12.6,66.0,8.2
2016-04-02,12.5,72.0,8.0
2016-03-29,14.6,39.0,6.5
2016-03-28,10.0,60.0,9.6
2016-02-08,10.4,84.0,6.3
2015-10-01,21.5,63.0,4.0
2015-09-07,17.3,69.0,6.5
2015-09-01,16.2,70.0,9.9
2015-08-23,24.9,48.0,3.3
2015-08-19,26.1,63.0,5.8
2015-08-13,26.4,54.0,6.4
2015-08-10,23.0,60.0,2.6
2015-08-05,15.4,98.0,3.4
2015-07-14,22.0,72.0,5.7
2015-06-25,24.6,54.0,4.6
2015-06-24,23.1,48.0,7.6
2015-06-16,22.4,49.0,9.4
2015-06-11,20.0,61.0,2.9
2015-05-30,21.2,50.0,8.6
2015-05-17,17.8,75.0,3.6
2015-04-15,8.6,68.0,5.1
2015-03-01,8.4,49.0,4.8
2015-01-17,6.6,80.0,7.4
2014-09-10,18.5,36.0,1.8
2014-08-31,17.2,78.0,1.9
2014-08-15,21.0,83.0,7.3
2014-07-29,26.9,59.0,2.5
2014-07-28,27.2,53.0,4.4
2014-07-27,25.0,54.0,4.4
2014-07-17,20.8,78.0,4.0
2014-07-11,29.0,49.0,6.9
2014-07-02,25.8,56.0,11.2
2014-06-26,22.5,59.0,8.2
2014-06-09,17.4,60.0,9.1
2014-05-18,15.6,71.0,3.7
2014-04-13,12.4,50.0,3.3
2014-03-17,5.2,82.0,11.7
2014-03-12,8.6,69.0,3.3
2014-01-28,8.5,92.0,5.3
2014-01-26,7.1,85.0,4.8
2014-01-19,7.0,72.0,3.1
2013-12-18,3.8,93.0,12.1
2013-12-14,5.6,100.0,11.2
2013-09-26,16.5,51.0,2.8
2013-09-14,25.9,71.0,2.5
2013-08-23,22.3,68.0,12.5
2013-08-10,26.2,63.0,4.6
2013-08-09,27.3,64.0,3.3
2013-08-07,25.7,64.0,4.7
2013-08-06,25.4,62.0,4.9
2013-07-06,23.8,62.0,8.4
2013-07-02,24.7,65.0,3.3
2013-06-01,16.2,58.0,3.6
2013-05-26,14.7,69.0,8.4
2013-04-24,13.2,56.0,4.6
2013-01-20,5.0,72.0,4.9
2013-01-19,5.1,76.0,4.7
2012-10-08,21.4,58.0,1.5
2012-09-15,21.8,69.0,3.5
2012-09-01,17.4,75.0,7.1
2012-08-30,17.6,71.0,1.9
2012-07-31,20.7,69.0,4.5
2012-07-11,24.9,62.0,4.3
2012-07-09,26.2,66.0,5.0
2012-07-08,27.9,47.0,3.4
2012-07-01,15.9,92.0,8.9
2012-06-21,22.3,51.0,2.3
2012-06-19,14.0,77.0,4.6
2012-06-18,13.3,81.0,6.2
2012-06-08,11.9,86.0,7.0
2012-05-26,17.2,54.0,4.1
2012-02-27,0.3,66.0,2.7
2011-10-23,11.2,79.0,2.2
2011-10-16,12.9,57.0,4.2
2011-09-02,17.9,68.0,5.2
2011-08-30,17.8,75.0,5.1
2011-08-23,19.4,75.0,10.9
2011-08-01,22.0,52.0,6.5
2011-07-08,16.1,56.0,7.2
2011-07-02,21.5,50.0,6.6
2011-06-10,14.3,79.0,6.5
2011-04-24,10.2,67.0,10.0
2011-04-01,6.4,88.0,4.0
2011-03-03,4.1,90.0,11.2
2011-01-10,-3.8,78.0,6.6
2011-01-04,1.7,91.0,7.6
2010-09-04,16.5,76.0,9.4
2010-05-29,11.2,96.0,6.6
2010-05-15,19.4,54.0,6.7
2009-08-27,28.4,26.0,3.3
2009-08-08,17.2,83.0,10.5
2009-07-15,22.8,61.0,3.9
2009-04-30,12.9,60.0,3.9
2009-04-18,9.6,66.0,6.9
2009-04-06,12.8,51.0,2.8
2009-02-27,3.1,59.0,6.7
2008-08-21,16.0,90.0,2.3
2007-12-08,3.0,54.0,1.1
2007-08-14,24.1,49.0,5.2
2007-07-12,30.3,49.0,6.8
2006-09-05,25.5,59.0,4.5
2005-06-22,17.4,96.0,3.4
2004-09-04,14.9,99.0,2.1
2004-08-11,28.3,48.0,3.6
2004-07-14,27.4,55.0,3.1
2003-08-23,17.5,82.0,1.1
2003-06-30,15.9,82.0,12.0
2001-06-04,15.3,65.0,7.0
2001-02-06,2.4,58.0,6.0
2000-08-26,17.3,67.0,10.3
1999-08-09,21.8,77.0,2.8
2025-07-06,24.2,49.0,1.5
2025-07-03,17.8,76.0,8.0
2025-06-23,19.9,67.0,1.2
2025-06-14,17.4,66.0,4.2
2025-06-04,21.1,59.0,3.2
2025-05-25,20.5,57.0,8.7
2025-04-27,13.0,67.0,3.7
2025-04-05,16.1,35.0,0.8
2024-09-30,15.0,54.0,1.7
2024-09-28,18.3,56.0,4.3
2024-09-24,24.7,62.0,1.5
2024-08-18,19.1,99.0,7.4
2024-08-09,32.1,31.0,2.6
2024-08-02,32.6,33.0,4.2
2024-06-18,18.1,64.0,5.3
2024-06-10,16.5,84.0,6.6
2024-06-05,15.0,59.0,4.9
2024-05-17,15.9,46.0,7.1
2024-05-14,20.6,53.0,4.3
2024-04-23,18.3,32.0,6.0
2024-04-19,15.8,25.0,4.3
2024-04-01,10.9,65.0,5.4
2024-03-31,14.3,32.0,0.5
2023-11-26,4.8,76.0,5.9
2023-11-25,5.9,74.0,3.8
2023-10-28,9.3,31.0,0.5
2023-10-04,15.4,84.0,2.6
2023-10-02,12.1,100.0,2.3
2023-09-09,27.3,36.0,2.3
2023-09-07,21.6,53.0,1.3
2023-08-26,29.2,37.0,1.6
2023-08-22,21.3,53.0,8.0
2023-08-15,35.2,37.0,4.2
2023-08-14,35.4,36.0,2.3
2023-08-02,25.2,45.0,4.9
2023-07-21,27.6,47.0,6.3
2023-07-08,26.6,59.0,5.8
2023-07-03,28.1,26.0,5.1
2023-06-28,26.6,55.0,5.8
2023-06-21,17.3,72.0,1.8
2023-05-22,15.6,73.0,6.1
2023-05-16,26.4,50.0,3.9
2023-05-09,15.6,55.0,3.6
2023-05-02,18.0,58.0,7.6
2023-04-10,8.2,66.0,4.0
2023-03-18,13.5,34.0,2.6
2023-03-08,7.4,61.0,2.8
2023-03-07,6.1,65.0,1.1
2023-01-28,4.8,52.0,5.1
2022-11-14,11.3,56.0,3.3
2022-10-10,19.3,76.0,6.8
2022-09-09,24.9,33.0,4.2
2022-09-07,24.6,42.0,6.9
2022-08-29,26.7,50.0,2.4
2022-08-24,33.3,33.0,6.0
2022-08-23,29.9,40.0,1.3
2022-08-18,36.6,26.0,2.1
2022-08-06,27.5,32.0,2.9
2022-07-12,26.9,52.0,8.1
2022-06-20,18.3,72.0,6.0
2022-06-02,23.6,52.0,1.8
2022-05-20,17.3,27.0,2.5
2022-05-11,8.9,74.0,4.0
2022-04-29,10.4,66.0,3.7
2022-04-18,5.6,94.0,2.7
2022-04-10,7.5,61.0,2.0
2022-02-22,-3.4,39.0,7.3
2021-10-30,11.1,31.0,6.5
2021-09-24,24.1,50.0,2.5
2021-09-23,17.7,69.0,3.3
2021-09-16,17.3,50.0,3.3
2021-09-15,16.6,63.0,4.8
2021-09-06,20.4,69.0,3.9
2021-08-29,24.0,56.0,4.1
2021-08-03,33.3,25.0,5.2
2021-07-22,20.8,49.0,5.4
2021-07-21,19.0,62.0,6.7
2021-06-16,18.9,56.0,1.1
2021-06-04,16.2,69.0,7.2
2021-05-30,15.7,90.0,1.1
2021-04-29,17.4,42.0,2.6
2021-04-19,19.1,22.0,3.8
2021-04-08,8.3,58.0,4.2
2021-04-05,9.7,57.0,2.9
2021-02-14,-1.3,74.0,3.7
2020-12-03,3.7,70.0,5.5
2020-11-07,7.8,34.0,10.1
2020-10-31,10.3,62.0,1.9
2020-10-24,3.3,51.0,4.6
2020-10-02,26.1,50.0,3.6
2020-09-17,26.6,54.0,2.4
2020-08-22,18.1,75.0,5.0
2020-08-10,23.7,60.0,5.4
2020-08-02,24.7,58.0,8.5
2020-07-27,32.3,39.0,4.1
2020-06-22,17.5,80.0,2.6
2020-05-30,20.5,77.0,3.9
2020-05-26,19.2,50.0,6.8
2020-05-15,15.4,70.0,5.5
2020-02-19,5.0,61.0,4.0
2020-02-12,5.4,74.0,0.5
2019-12-01,4.1,41.0,3.5
2019-11-30,5.0,28.0,4.0
2019-11-07,14.5,37.0,2.5
2019-11-02,14.3,46.0,0.8
2019-11-01,13.0,41.0,2.3
2019-10-29,8.9,26.0,1.3
2019-10-11,16.8,24.0,2.6
2019-09-30,14.1,42.0,0.0
2019-09-07,23.9,68.0,1.8
2019-09-06,26.9,50.0,4.2
2019-09-05,27.9,46.0,4.0
2019-08-04,28.6,40.0,5.2
2019-07-31,22.9,62.0,4.6
2019-07-23,25.0,57.0,5.8
2019-07-16,22.3,74.0,4.6
2019-07-08,20.4,69.0,3.1
2019-07-01,25.1,52.0,5.5
2019-06-17,24.1,62.0,7.6
2019-06-11,28.8,37.0,1.9
2019-05-27,26.6,37.0,2.9
2019-04-18,9.3,82.0,3.3
2019-03-30,15.4,41.0,1.3
2019-03-23,11.7,56.0,1.8
2019-03-19,20.0,22.0,4.5
2018-12-19,5.4,95.0,2.7
2018-11-03,11.1,99.0,1.5
2018-09-06,27.1,34.0,4.1
2018-08-29,18.8,96.0,4.7
2018-08-25,16.1,89.0,2.5
2018-08-24,21.1,55.0,4.6
2018-08-20,30.0,26.0,6.9
2018-08-15,30.2,43.0,4.5
2018-08-02,20.3,79.0,6.7
2018-07-21,23.1,47.0,3.1
2018-07-14,27.6,35.0,6.2
2018-07-13,27.1,58.0,7.1
2018-07-09,24.2,55.0,3.3
2018-07-04,27.0,37.0,4.3
2018-06-30,15.7,99.0,6.7
2018-06-06,19.0,55.0,5.9
2018-06-04,13.0,89.0,4.1
2018-05-26,17.1,63.0,9.1
2018-05-25,19.3,64.0,6.3
2018-05-22,25.8,44.0,2.3
2018-05-06,21.4,45.0,4.6
2018-05-04,14.8,72.0,5.9
2018-03-18,9.1,76.0,2.7
2018-02-12,1.4,57.0,1.3
2017-10-29,17.1,51.0,8.1
2017-09-28,26.6,44.0,3.6
2017-09-04,33.4,30.0,5.9
2017-08-04,34.4,22.0,6.9
2017-07-28,25.1,50.0,4.6
2017-07-24,27.1,27.0,2.2
2017-07-13,19.6,80.0,6.8
2017-07-04,24.6,41.0,4.8
2017-06-29,25.0,56.0,5.0
2017-05-28,28.4,31.0,3.9
2017-05-24,18.0,42.0,5.8
2017-05-21,25.8,38.0,1.8
2017-05-16,11.3,69.0,2.2
2017-04-28,13.3,61.0,6.0
2017-01-01,-1.6,54.0,6.8
2016-12-06,-3.3,72.0,3.6
2016-10-08,9.7,100.0,9.3
2016-09-07,16.9,96.0,7.4
2016-08-22,18.4,65.0,6.0
2016-08-16,24.4,68.0,4.3
2016-08-12,28.6,53.0,7.0
2016-07-24,23.9,64.0,4.8
2016-06-27,26.5,52.0,2.3
2016-06-20,23.4,48.0,6.5
2016-05-24,15.5,82.0,3.3
2016-05-23,14.0,84.0,2.0
2016-03-31,18.8,45.0,2.5
2015-11-22,7.5,78.0,5.3
2015-09-06,17.0,58.0,3.4
2015-08-06,18.1,82.0,4.3
2015-07-31,29.2,36.0,3.3
2015-07-21,19.4,74.0,1.8
2015-07-17,25.0,53.0,9.0
2015-07-12,19.2,93.0,5.4
2015-07-02,31.7,41.0,8.7
2015-07-01,29.5,48.0,10.5
2015-06-23,22.0,52.0,7.6
2015-06-05,23.2,60.0,6.1
2015-05-07,18.0,43.0,6.8
2015-04-26,12.1,56.0,11.2
2015-04-19,19.4,48.0,7.6
2015-04-06,12.7,50.0,4.8
2015-02-16,10.8,57.0,6.2
2015-02-15,10.6,67.0,5.6
2015-02-14,10.5,85.0,7.9
2015-01-01,2.0,89.0,3.2
2014-09-13,24.6,40.0,3.4
2014-09-07,24.7,60.0,5.0
2014-08-28,20.8,93.0,7.2
2014-08-24,23.6,67.0,4.1
2014-08-22,23.9,63.0,4.7
2014-08-18,26.0,69.0,5.4
2014-08-11,32.8,36.0,3.3
2014-08-10,28.0,51.0,6.8
2014-08-08,21.3,66.0,4.5
2014-07-31,27.1,58.0,5.2
2014-07-25,17.6,82.0,6.9
2014-07-09,23.0,64.0,6.5
2014-07-03,18.8,65.0,8.6
2014-07-01,28.9,37.0,4.6
2014-06-28,15.6,93.0,10.2
2014-06-20,14.5,83.0,1.1
2014-06-04,18.1,59.0,8.8
2014-05-17,14.6,74.0,7.1
2014-05-16,18.8,65.0,11.9
2014-04-26,8.6,83.0,10.7
2014-04-14,13.1,50.0,5.2
2013-09-19,20.0,54.0,8.7
2013-08-16,21.0,78.0,10.4
2013-08-05,25.5,68.0,4.3
2013-08-01,21.1,87.0,6.8
2013-07-25,25.4,60.0,3.9
2013-07-19,24.1,72.0,5.1
2013-06-29,25.2,67.0,4.9
2013-06-09,15.9,76.0,5.9
2013-05-16,13.7,72.0,4.8
2013-01-21,5.5,69.0,3.4
2013-01-01,2.5,85.0,2.9
2012-09-29,17.1,77.0,6.2
2012-09-03,19.2,70.0,7.2
2012-08-18,29.5,46.0,6.7
2012-08-10,23.4,65.0,5.6
2012-08-06,27.2,64.0,9.4
2012-08-05,30.9,50.0,3.6
2012-08-03,25.3,60.0,6.5
2012-07-14,27.2,72.0,5.8
2012-07-10,23.4,69.0,5.1
2012-06-09,12.6,74.0,6.8
2012-01-20,0.9,91.0,11.6
2011-09-04,24.9,43.0,2.5
2011-08-27,24.2,65.0,4.6
2011-08-12,20.7,71.0,3.5
2011-07-31,18.8,83.0,4.8
2011-07-30,22.4,64.0,10.2
2011-07-24,26.1,50.0,4.0
2011-07-22,15.8,83.0,7.6
2011-07-20,15.9,89.0,8.2
2011-07-04,20.1,58.0,3.1
2011-06-26,19.8,56.0,5.5
2011-06-01,13.0,97.0,3.4
2011-04-08,8.5,54.0,5.8
2010-08-30,18.1,61.0,5.1
2010-08-10,19.9,75.0,5.1
2010-08-02,22.4,74.0,4.7
2010-07-27,26.1,55.0,7.2
2010-04-15,13.4,61.0,3.4
2009-10-24,10.3,77.0,5.6
2009-08-13,17.5,88.0,2.9
2009-08-02,29.0,57.0,3.5
2009-07-14,18.0,78.0,3.2
2009-05-04,10.3,79.0,16.4
2009-05-01,14.5,51.0,1.6
2009-04-25,9.6,71.0,6.9
2008-07-01,25.5,67.0,8.0
2007-11-21,3.6,76.0,3.6
2007-07-03,19.3,76.0,3.0
2005-12-27,6.3,98.0,10.6
2005-06-23,18.9,67.0,5.9
2005-04-16,9.2,86.0,9.4
2004-07-15,24.0,69.0,12.0
2001-06-02,11.2,88.0,10.3
2025-06-15,20.9,48.0,2.6
2025-06-13,17.1,67.0,4.6
2025-05-18,12.1,69.0,6.1
2025-05-02,19.7,47.0,4.6
2024-10-25,11.8,54.0,4.5
2024-08-23,18.3,92.0,1.1
2024-08-15,23.5,64.0,5.2
2024-08-14,21.9,73.0,4.2
2024-07-31,22.9,70.0,5.2
2024-07-26,23.3,47.0,3.3
2024-07-18,30.4,42.0,5.4
2024-07-12,29.7,43.0,4.7
2024-06-21,27.6,31.0,4.2
2024-06-17,15.5,76.0,6.2
2024-05-30,14.5,63.0,5.6
2024-04-30,13.4,34.0,3.1
2024-04-05,9.9,50.0,4.0
2024-03-30,11.8,30.0,1.5
2024-03-17,19.7,30.0,3.2
2023-11-20,5.6,78.0,2.5
2023-10-29,12.3,32.0,2.6
2023-09-16,26.7,34.0,4.9
2023-09-13,21.0,59.0,0.7
2023-09-12,15.9,100.0,4.1
2023-09-10,27.6,41.0,5.6
2023-08-27,32.9,29.0,4.3
2023-08-23,19.0,63.0,4.9
2023-08-21,27.1,36.0,5.4
2023-08-08,20.4,90.0,4.8
2023-08-07,25.1,62.0,4.7
2023-08-05,29.6,46.0,5.2
2023-07-20,31.9,33.0,5.1
2023-07-10,22.6,60.0,9.9
2023-06-25,25.7,56.0,3.0
2023-05-28,19.3,72.0,5.9
2023-05-12,23.1,25.0,1.8
2023-04-26,9.0,86.0,3.9
2023-03-17,11.6,32.0,2.3
2023-02-14,5.1,65.0,3.4
2022-12-01,-9.3,58.0,6.5
2022-11-18,8.5,46.0,3.4
2022-11-16,11.6,53.0,4.0
2022-11-12,9.6,56.0,1.5
2022-10-21,8.9,93.0,4.7
2022-10-11,17.2,68.0,3.1
2022-09-25,26.2,47.0,2.4
2022-09-14,23.7,60.0,3.6
2022-08-25,32.2,42.0,4.7
2022-08-15,28.1,43.0,3.8
2022-07-30,33.8,30.0,3.9
2022-07-09,21.3,60.0,5.5
2022-05-29,12.6,94.0,2.2
2022-05-26,20.5,45.0,6.9
2022-05-23,14.9,66.0,1.9
2022-05-21,18.9,31.0,4.8
2022-05-05,8.3,88.0,3.7
2022-04-28,10.3,61.0,3.9
2022-04-13,8.4,45.0,4.5
2022-04-07,16.4,33.0,3.0
2021-10-19,15.4,54.0,4.4
2021-09-19,13.6,100.0,2.5
2021-09-18,13.8,97.0,4.0
2021-09-10,21.7,80.0,4.6
2021-09-02,23.8,34.0,4.7
2021-08-28,22.8,55.0,3.2
2021-08-22,18.1,67.0,6.4
2021-08-12,33.9,27.0,5.4
2021-08-06,21.1,73.0,7.2
2021-07-12,30.5,42.0,4.2
2021-07-03,27.5,51.0,6.3
2021-06-27,38.9,34.0,1.5
2021-04-15,19.6,23.0,4.7
2021-03-18,8.3,75.0,2.5
2020-12-24,-0.2,56.0,5.1
2020-10-03,24.9,60.0,2.3
2020-09-29,25.0,55.0,4.9
2020-09-18,23.1,72.0,4.1
2020-08-01,25.8,57.0,6.0
2020-07-26,30.0,41.0,2.7
2020-07-01,16.2,86.0,7.2
2020-06-24,18.9,99.0,2.1
2020-06-01,16.7,56.0,5.2
2020-05-27,21.5,36.0,2.3
2020-05-23,15.5,62.0,3.3
2020-03-22,9.1,73.0,4.0
2019-09-03,24.2,74.0,4.3
2019-08-31,21.4,79.0,3.7
2019-08-23,18.7,84.0,4.7
2019-08-22,21.2,63.0,2.7
2019-08-16,19.9,83.0,4.3
2019-08-03,24.5,45.0,2.5
2019-07-29,25.3,53.0,4.8
2019-07-22,27.1,49.0,6.9
2019-07-15,23.6,56.0,6.8
2019-07-09,24.8,56.0,3.3
2019-07-05,17.7,95.0,2.4
2019-06-18,22.6,49.0,9.7
2019-06-15,24.4,52.0,4.6
2019-06-08,15.3,70.0,6.6
2019-05-12,19.6,64.0,6.6
2019-03-24,12.2,43.0,1.1
2018-08-31,20.2,64.0,9.0
2018-08-22,30.4,36.0,5.2
2018-08-10,34.7,24.0,5.5
2018-08-05,28.8,40.0,2.3
2018-07-31,30.7,43.0,5.2
2018-07-27,33.5,24.0,1.5
2018-07-20,19.0,64.0,7.4
2018-07-16,31.2,35.0,2.1
2018-06-28,17.9,66.0,8.3
2018-06-24,22.6,59.0,3.7
2018-06-14,15.7,75.0,6.4
2018-06-10,13.1,60.0,4.8
2018-06-07,16.8,76.0,6.3
2018-03-15,9.8,50.0,2.2
2017-12-23,-3.3,63.0,4.5
2017-08-25,22.4,44.0,3.8
2017-08-18,19.1,82.0,7.2
2017-08-12,27.3,47.0,7.3
2017-07-30,23.8,59.0,6.3
2017-07-20,18.1,85.0,5.4
2017-07-19,25.8,40.0,7.0
2017-07-16,20.3,45.0,6.1
2017-07-14,24.7,46.0,4.1
2017-07-05,28.6,28.0,2.3
2017-07-01,24.7,57.0,7.6
2017-06-11,17.3,70.0,4.0
2017-06-05,21.1,41.0,1.5
2017-06-03,13.2,93.0,4.3
2017-05-07,15.5,42.0,6.2
2016-09-03,16.1,92.0,3.3
2016-08-20,28.5,43.0,4.7
2016-08-19,31.1,29.0,6.9
2016-07-21,24.8,49.0,5.6
2016-06-05,31.2,39.0,6.2
2016-05-01,22.2,36.0,3.9
2016-04-25,11.9,62.0,8.8
2016-03-05,7.9,100.0,10.1
2015-09-26,13.3,78.0,8.4
2015-09-13,17.3,73.0,9.1
2015-08-20,20.4,72.0,3.8
2015-08-01,27.9,46.0,5.4
2015-06-21,24.0,33.0,9.8
2015-06-20,18.7,59.0,5.8
2015-05-22,22.2,68.0,6.6
2015-04-22,10.4,61.0,7.2
2015-04-18,17.0,49.0,6.2
2015-04-08,14.8,46.0,2.9
2015-03-08,13.8,58.0,1.8
2015-03-04,8.3,41.0,2.5
2015-02-21,11.0,49.0,8.4
2015-01-22,7.5,86.0,5.8
2014-09-16,25.5,46.0,5.2
2014-09-09,17.1,87.0,3.4
2014-09-04,20.8,61.0,6.6
2014-08-16,21.0,84.0,4.4
2014-07-14,28.8,69.0,4.3
2014-07-13,30.7,52.0,4.8
2014-07-08,25.7,66.0,5.1
2014-06-22,21.4,52.0,3.6
2014-06-16,15.0,81.0,5.9
2014-04-12,13.4,51.0,8.0
2014-01-18,8.4,71.0,3.3
2013-09-07,20.4,85.0,5.5
2013-08-11,22.1,71.0,8.4
2013-07-22,22.2,70.0,6.2
2013-07-15,24.3,42.0,7.6
2013-07-07,23.2,72.0,6.3
2013-06-25,15.5,91.0,12.5
2013-06-18,18.1,88.0,4.3
2013-06-05,21.3,64.0,4.6
2013-05-05,26.8,33.0,5.2
2013-04-21,9.4,67.0,7.9
2013-02-17,5.5,84.0,4.8
2012-08-24,17.3,69.0,5.8
2012-08-02,20.3,79.0,4.7
2012-07-17,26.6,68.0,5.7
2011-12-04,4.6,82.0,4.9
2011-10-01,13.7,92.0,5.4
2011-09-06,24.3,52.0,4.1
2011-08-24,22.2,59.0,1.1
2011-08-16,20.6,58.0,3.1
2011-08-11,18.3,82.0,5.5
2011-08-10,16.5,97.0,6.4
2011-08-04,23.9,63.0,3.4
2011-07-12,19.7,65.0,5.8
2011-07-06,23.9,60.0,4.7
2011-07-01,13.6,78.0,8.4
2011-05-07,8.4,87.0,5.8
2011-04-22,8.5,70.0,2.9
2011-04-12,7.0,63.0,11.6
2011-01-30,1.2,64.0,3.9
2010-12-05,1.5,76.0,7.1
2010-10-07,17.7,68.0,7.9
2010-08-12,21.2,79.0,3.8
2010-04-10,7.5,43.0,7.3
2009-11-09,6.3,99.0,14.1
2009-09-19,17.5,96.0,9.1
2009-09-12,28.6,45.0,3.3
2009-08-17,23.7,67.0,4.5
2008-06-23,17.5,63.0,7.7
2008-06-14,15.2,71.0,4.2
2008-05-06,11.6,82.0,4.0
2008-02-24,8.6,71.0,4.0
2007-07-15,23.0,66.0,10.3
2005-04-01,6.9,88.0,7.6
2003-07-05,19.4,71.0,5.2
2001-05-21,17.0,56.0,0.8
2025-06-18,18.9,60.0,8.8
2025-06-17,20.1,45.0,8.0
2025-06-07,27.1,48.0,1.3
2025-05-28,28.9,39.0,8.7
2025-05-14,14.5,82.0,6.9
2025-05-11,11.8,72.0,1.6
2025-05-05,16.9,29.0,0.4
2025-04-25,20.0,28.0,0.4
2024-08-28,19.6,59.0,2.7
2024-08-25,18.8,78.0,4.0
2024-07-08,32.9,31.0,2.2
2024-06-25,25.2,39.0,5.6
2024-06-08,28.3,29.0,6.0
2024-05-23,18.2,58.0,5.1
2024-05-20,15.7,59.0,6.2
2024-05-12,23.3,51.0,7.4
2024-05-07,13.3,55.0,2.9
2024-05-02,18.3,33.0,5.4
2024-02-25,6.3,100.0,8.0
2023-08-24,25.6,41.0,3.6
2023-07-29,24.8,52.0,6.1
2023-07-19,30.6,38.0,1.8
2023-07-18,25.0,47.0,5.2
2023-06-09,19.9,65.0,5.9
2023-05-11,16.1,57.0,5.9
2023-04-14,9.5,63.0,2.9
2023-03-30,9.8,58.0,3.5
2023-03-21,12.7,54.0,1.5
2023-02-24,-4.2,44.0,1.8
2022-11-22,5.1,99.0,1.9
2022-11-09,7.0,30.0,3.8
2022-10-23,10.7,59.0,4.3
2022-10-19,22.3,51.0,1.0
2022-10-17,23.6,39.0,3.3
2022-10-14,24.1,39.0,2.2
2022-09-12,26.4,43.0,3.0
2022-09-06,25.2,35.0,1.8
2022-09-05,20.5,55.0,2.7
2022-08-22,29.0,48.0,3.4
2022-07-10,21.0,64.0,6.0
2022-06-15,21.7,53.0,5.2
2022-05-24,13.9,82.0,3.5
2022-05-22,19.9,39.0,4.0
2022-02-12,9.0,53.0,5.2
2021-08-16,19.3,100.0,5.7
2021-08-09,22.1,67.0,4.3
2021-07-16,18.4,81.0,5.9
2021-07-11,27.3,52.0,6.0
2021-06-25,32.8,39.0,6.5
2021-06-17,23.0,48.0,5.4
2021-05-20,18.7,38.0,4.7
2021-04-18,22.3,24.0,2.6
2021-04-11,7.2,62.0,3.1
2021-03-31,12.1,46.0,1.8
2021-03-26,6.8,86.0,2.3
2021-03-14,5.2,97.0,3.1
2021-01-13,5.8,78.0,3.8
2020-11-11,6.3,49.0,1.8
2020-10-26,7.3,47.0,2.2
2020-10-16,11.0,100.0,2.2
2020-10-05,18.9,72.0,2.6
2020-08-28,23.7,51.0,3.0
2020-08-23,22.3,54.0,2.6
2020-08-05,25.8,53.0,6.3
2020-07-31,29.9,47.0,3.9
2020-07-19,26.7,58.0,2.8
2020-06-19,24.6,55.0,3.6
2020-06-18,23.6,52.0,2.9
2020-05-31,13.5,98.0,6.5
2019-09-01,21.4,87.0,2.9
2019-08-14,26.0,50.0,3.0
2019-08-06,29.2,49.0,3.0
2019-07-13,21.7,67.0,4.9
2019-07-02,19.4,80.0,4.7
2019-06-30,25.1,41.0,3.6
2019-06-02,23.5,57.0,7.5
2019-05-22,24.7,35.0,2.9
2019-05-19,21.7,42.0,2.6
2019-05-02,13.7,61.0,7.9
2019-03-04,-0.4,42.0,4.3
2018-08-21,31.7,24.0,1.6
2018-08-12,21.0,71.0,1.6
2018-05-28,17.6,65.0,7.8
2018-05-18,21.2,65.0,3.3
2017-12-12,7.3,69.0,4.3
2017-10-05,20.1,40.0,1.5
2017-09-02,30.0,45.0,5.4
2017-08-22,29.8,40.0,5.1
2017-07-09,21.0,75.0,6.2
2017-06-23,26.7,36.0,2.2
2017-06-13,12.6,90.0,5.9
2017-06-04,15.4,67.0,6.5
2017-05-04,24.5,55.0,3.7
2017-02-22,4.9,66.0,2.9
2017-01-27,7.3,74.0,1.8
2016-09-06,16.5,79.0,6.0
2016-08-01,22.8,62.0,6.6
2016-07-15,19.5,70.0,4.6
2016-06-15,12.6,87.0,5.1
2016-05-07,24.5,37.0,4.0
2016-05-04,13.2,91.0,9.6
2016-04-19,25.0,33.0,4.0
2016-01-23,8.2,87.0,6.3
2015-10-06,20.4,59.0,8.0
2015-09-28,20.5,47.0,5.5
2015-09-11,27.4,51.0,5.1
2015-08-28,17.4,92.0,11.0
2015-08-25,21.5,52.0,2.5
2015-08-22,23.4,54.0,4.6
2015-08-21,20.4,60.0,9.1
2015-08-16,21.5,67.0,5.1
2015-08-11,28.6,45.0,6.8
2015-07-13,20.0,87.0,3.3
2015-07-10,23.2,73.0,9.9
2015-05-04,15.9,54.0,13.8
2015-05-02,13.7,60.0,5.9
2015-04-17,16.5,56.0,6.8
2015-03-03,7.0,37.0,1.1
2014-09-17,21.2,67.0,3.0
2014-09-05,25.6,46.0,6.3
2014-07-22,21.6,59.0,9.9
2014-06-14,13.7,87.0,6.7
2014-06-03,17.7,76.0,4.0
2014-04-25,9.1,69.0,3.6
2013-10-27,13.5,75.0,10.0
2013-09-11,30.6,40.0,1.8
2013-09-04,23.1,60.0,5.4
2013-08-28,20.5,92.0,6.6
2013-08-21,24.5,50.0,7.0
2013-08-17,19.3,87.0,9.6
2013-08-08,26.2,64.0,4.4
2013-07-30,25.4,64.0,5.8
2013-07-18,23.1,72.0,5.0
2013-01-16,3.6,82.0,0.8
2012-07-15,19.3,85.0,6.4
2012-06-27,17.0,60.0,7.6
2012-06-26,16.5,86.0,4.8
2011-10-25,10.4,72.0,1.5
2011-10-18,18.4,56.0,5.1
