name,grade,date
Sunshine and Lollipops,V6,"2022-08-27"
Sunshine and Lollipops,V6,"2022-08-04"
Sunshine and Lollipops,V6,"2022-08-04"
Sunshine and Lollipops,V6,"2022-06-14"
Sunshine and Lollipops,V6,"2022-06-14"
Sunshine and Lollipops,V6,"2022-06-14"
Sunshine and Lollipops,V6,"2022-06-10"
Sunshine and Lollipops,V6,"2022-05-21"
Sunshine and Lollipops,V6,"2022-01-31"
Sunshine and Lollipops,V6,"2022-01-29"
Sunshine and Lollipops,V6,"2021-10-11"
Sunshine and Lollipops,V6,"2021-09-25"
Sunshine and Lollipops,V6,"2021-09-25"
Sunshine and Lollipops,V6,"2021-07-20"
Sunshine and Lollipops,V6,"2021-05-09"
Sunshine and Lollipops,V6,"2021-04-16"
Sunshine and Lollipops,V6,"2020-09-12"
Sunshine and Lollipops,V6,"2020-09-07"
Sunshine and Lollipops,V6,"2020-09-07"
Sunshine and Lollipops,V6,"2020-09-07"
Sunshine and Lollipops,V6,"2020-09-06"
Sunshine and Lollipops,V6,"2020-07-17"
Sunshine and Lollipops,V6,"2020-07-15"
Sunshine and Lollipops,V6,"2019-10-12"
Sunshine and Lollipops,V6,"2019-10-01"
Sunshine and Lollipops,V6,"2019-07-13"
Sunshine and Lollipops,V6,"2019-05-11"
Sunshine and Lollipops,V6,"2019-04-27"
Sunshine and Lollipops,V6,"2018-09-01"
Sunshine and Lollipops,V6,"2018-08-31"
Sunshine and Lollipops,V6,"2018-08-15"
Sunshine and Lollipops,V6,"2018-08-02"
Sunshine and Lollipops,V6,"2018-06-12"
Sunshine and Lollipops,V6,"2018-05-05"
Sunshine and Lollipops,V6,"2017-09-25"
Sunshine and Lollipops,V6,"2017-09-24"
Sunshine and Lollipops,V6,"2017-09-02"
Sunshine and Lollipops,V6,"2017-08-21"
Sunshine and Lollipops,V6,"2017-08-05"
Sunshine and Lollipops,V6,"2017-07-31"
Sunshine and Lollipops,V6,"2017-07-19"
Sunshine and Lollipops,V6,"2017-06-11"
Sunshine and Lollipops,V6,"2017-05-24"
Sunshine and Lollipops,V6,"2017-05-24"
Sunshine and Lollipops,V6,"2017-05-20"
Sunshine and Lollipops,V6,"2017-05-20"
Sunshine and Lollipops,V6,"2016-09-11"
Sunshine and Lollipops,V6,"2016-08-30"
Sunshine and Lollipops,V6,"2016-08-18"
Sunshine and Lollipops,V6,"2016-08-17"
Sunshine and Lollipops,V6,"2016-05-31"
Sunshine and Lollipops,V6,"2016-05-22"
Sunshine and Lollipops,V6,"2016-04-30"
Sunshine and Lollipops,V6,"2016-04-03"
Sunshine and Lollipops,V6,"2016-04-03"
Sunshine and Lollipops,V6,"2015-11-12"
Sunshine and Lollipops,V6,"2015-10-17"
Sunshine and Lollipops,V6,"2015-08-27"
Sunshine and Lollipops,V6,"2015-08-20"
Sunshine and Lollipops,V6,"2015-08-20"
Sunshine and Lollipops,V6,"2015-08-15"
Sunshine and Lollipops,V6,"2015-08-01"
Sunshine and Lollipops,V6,"2015-07-15"
Sunshine and Lollipops,V6,"2015-07-15"
Sunshine and Lollipops,V6,"2015-05-26"
Sunshine and Lollipops,V6,"2015-04-25"
Sunshine and Lollipops,V6,"2015-04-18"
Sunshine and Lollipops,V6,"2014-08-28"
Sunshine and Lollipops,V6,"2014-07-22"
Sunshine and Lollipops,V6,"2014-06-30"
Sunshine and Lollipops,V6,"2014-06-30"
Sunshine and Lollipops,V6,"2014-04-13"
Sunshine and Lollipops,V6,"2013-10-19"
Sunshine and Lollipops,V6,"2013-09-04"
Sunshine and Lollipops,V6,"2013-08-12"
Sunshine and Lollipops,V6,"2013-08-05"
Sunshine and Lollipops,V6,"2013-08-01"
Sunshine and Lollipops,V6,"2013-06-22"
Sunshine and Lollipops,V6,"2013-06-09"
Sunshine and Lollipops,V6,"2013-04-28"
Sunshine and Lollipops,V6,"2013-02-26"
Sunshine and Lollipops,V6,"2013-01-20"
Sunshine and Lollipops,V6,"2012-09-30"
Sunshine and Lollipops,V6,"2012-09-11"
Sunshine and Lollipops,V6,"2012-08-06"
Sunshine and Lollipops,V6,"2012-07-24"
Sunshine and Lollipops,V6,"2012-07-19"
Sunshine and Lollipops,V6,"2012-07-10"
Sunshine and Lollipops,V6,"2011-09-03"
Sunshine and Lollipops,V6,"2011-08-18"
Sunshine and Lollipops,V6,"2011-08-18"
Sunshine and Lollipops,V6,"2011-08-18"
Sunshine and Lollipops,V6,"2011-08-01"
Sunshine and Lollipops,V6,"2011-07-31"
Sunshine and Lollipops,V6,"2011-07-23"
Sunshine and Lollipops,V6,"2011-07-10"
Sunshine and Lollipops,V6,"2011-07-10"
Sunshine and Lollipops,V6,"2011-05-18"
Sunshine and Lollipops,V6,"2011-05-18"
Sunshine and Lollipops,V6,"2011-03-26"
Sunshine and Lollipops,V6,"2011-03-26"
Sunshine and Lollipops,V6,"2010-08-30"
Sunshine and Lollipops,V6,"2010-08-07"
Sunshine and Lollipops,V6,"2010-07-31"
Sunshine and Lollipops,V6,"2010-07-07"
Sunshine and Lollipops,V6,"2010-07-03"
Sunshine and Lollipops,V6,"2010-07-03"
Little Dragon,V6,"2025-08-02"
Little Dragon,V6,"2025-07-26"
Little Dragon,V6,"2025-07-11"
Little Dragon,V6,"2025-07-03"
Little Dragon,V6,"2025-06-10"
Little Dragon,V6,"2025-06-09"
Little Dragon,V6,"2025-06-06"
Little Dragon,V6,"2025-06-02"
Little Dragon,V6,"2025-05-09"
Little Dragon,V6,"2025-04-18"
Little Dragon,V6,"2024-09-22"
Little Dragon,V6,"2024-09-07"
Little Dragon,V6,"2024-07-27"
Little Dragon,V6,"2024-07-23"
Little Dragon,V6,"2024-07-23"
Little Dragon,V6,"2024-07-21"
Little Dragon,V6,"2024-07-08"
Little Dragon,V6,"2024-05-04"
Little Dragon,V6,"2023-09-21"
Little Dragon,V6,"2023-09-17"
Little Dragon,V6,"2023-09-17"
Little Dragon,V6,"2023-09-02"
Little Dragon,V6,"2023-08-24"
Little Dragon,V6,"2023-08-24"
Little Dragon,V6,"2023-08-19"
Little Dragon,V6,"2023-08-16"
Little Dragon,V6,"2023-08-14"
Little Dragon,V6,"2023-08-14"
Little Dragon,V6,"2023-08-13"
Little Dragon,V6,"2023-08-04"
Little Dragon,V6,"2023-07-02"
Little Dragon,V6,"2023-07-01"
Little Dragon,V6,"2022-10-01"
Little Dragon,V6,"2022-09-10"
Little Dragon,V6,"2022-08-21"
Little Dragon,V6,"2022-08-21"
Little Dragon,V6,"2022-08-20"
Little Dragon,V6,"2022-08-20"
Little Dragon,V6,"2022-08-06"
Little Dragon,V6,"2022-07-14"
Little Dragon,V6,"2021-09-25"
Little Dragon,V6,"2021-09-13"
Little Dragon,V6,"2021-09-09"
Little Dragon,V6,"2021-09-06"
Little Dragon,V6,"2021-09-06"
Little Dragon,V6,"2021-09-06"
Little Dragon,V6,"2021-08-28"
Little Dragon,V6,"2021-08-23"
Little Dragon,V6,"2021-08-23"
Little Dragon,V6,"2021-08-20"
Little Dragon,V6,"2021-08-06"
Little Dragon,V6,"2021-08-01"
Little Dragon,V6,"2021-07-21"
Little Dragon,V6,"2021-07-18"
Little Dragon,V6,"2021-07-18"
Little Dragon,V6,"2021-07-07"
Little Dragon,V6,"2021-07-03"
Little Dragon,V6,"2021-07-02"
Little Dragon,V6,"2021-07-02"
Little Dragon,V6,"2021-07-01"
Little Dragon,V6,"2021-07-01"
Little Dragon,V6,"2021-07-01"
Little Dragon,V6,"2021-05-30"
Little Dragon,V6,"2021-05-12"
Little Dragon,V6,"2021-04-18"
Little Dragon,V6,"2021-04-11"
Little Dragon,V6,"2020-09-13"
Little Dragon,V6,"2020-09-08"
Little Dragon,V6,"2020-09-08"
Little Dragon,V6,"2020-09-08"
Little Dragon,V6,"2020-09-05"
Little Dragon,V6,"2020-09-04"
Little Dragon,V6,"2020-09-02"
Little Dragon,V6,"2020-06-29"
Little Dragon,V6,"2020-05-23"
Little Dragon,V6,"2020-03-17"
Little Dragon,V6,"2020-03-15"
Little Dragon,V6,"2020-03-15"
Little Dragon,V6,"2019-08-18"
Little Dragon,V6,"2019-08-10"
Little Dragon,V6,"2019-08-10"
Little Dragon,V6,"2019-06-21"
Little Dragon,V6,"2019-06-02"
Little Dragon,V6,"2019-05-30"
Little Dragon,V6,"2019-05-28"
Little Dragon,V6,"2019-05-12"
Little Dragon,V6,"2019-05-04"
Little Dragon,V6,"2019-04-30"
Little Dragon,V6,"2018-09-10"
Little Dragon,V6,"2018-08-18"
Little Dragon,V6,"2018-08-15"
Little Dragon,V6,"2018-06-18"
Little Dragon,V6,"2018-06-17"
Little Dragon,V6,"2018-06-17"
Little Dragon,V6,"2018-05-26"
Little Dragon,V6,"2018-05-03"
Little Dragon,V6,"2017-10-04"
Little Dragon,V6,"2017-09-01"
Little Dragon,V6,"2017-09-01"
Little Dragon,V6,"2017-08-30"
Little Dragon,V6,"2017-08-19"
Little Dragon,V6,"2017-08-07"
Little Dragon,V6,"2017-08-06"
Little Dragon,V6,"2017-08-06"
Little Dragon,V6,"2017-06-21"
Little Dragon,V6,"2017-05-24"
Little Dragon,V6,"2016-08-20"
Little Dragon,V6,"2016-08-20"
Little Dragon,V6,"2016-08-20"
Little Dragon,V6,"2016-08-20"
Little Dragon,V6,"2016-08-06"
Little Dragon,V6,"2016-08-06"
Little Dragon,V6,"2016-07-25"
Little Dragon,V6,"2016-07-17"
Little Dragon,V6,"2016-04-28"
Little Dragon,V6,"2015-10-16"
Little Dragon,V6,"2015-08-23"
Little Dragon,V6,"2015-08-01"
Little Dragon,V6,"2015-07-12"
Little Dragon,V6,"2015-06-13"
Little Dragon,V6,"2015-05-31"
Little Dragon,V6,"2015-05-16"
Little Dragon,V6,"2015-05-16"
Little Dragon,V6,"2015-03-03"
Little Dragon,V6,"2014-08-16"
Little Dragon,V6,"2013-08-15"
Little Dragon,V6,"2013-08-10"
Little Dragon,V6,"2013-08-06"
Little Dragon,V6,"2013-08-05"
Little Dragon,V6,"2013-08-05"
Little Dragon,V6,"2013-08-04"
Little Dragon,V6,"2013-07-28"
Little Dragon,V6,"2013-07-07"
Little Dragon,V6,"2013-07-05"
Little Dragon,V6,"2013-06-07"
Little Dragon,V6,"2013-05-03"
Little Dragon,V6,"2012-11-26"
Little Dragon,V6,"2012-09-30"
Little Dragon,V6,"2012-09-29"
Little Dragon,V6,"2012-08-30"
Little Dragon,V6,"2011-09-10"
Little Dragon,V6,"2011-09-07"
Little Dragon,V6,"2011-07-24"
Little Dragon,V6,"2010-10-02"
Little Dragon,V6,"2010-10-02"
Little Dragon,V6,"2010-09-03"
Little Dragon,V6,"2010-09-02"
Little Dragon,V6,"2010-08-10"
Little Dragon,V6,"2010-07-18"
Little Dragon,V6,"2010-07-18"
Little Dragon,V6,"2010-07-14"
Little Dragon,V6,"2010-06-19"
ChossABlock,V2,"2025-07-01"
ChossABlock,V2,"2025-06-29"
ChossABlock,V2,"2025-06-14"
ChossABlock,V2,"2025-05-27"
ChossABlock,V2,"2025-05-27"
ChossABlock,V2,"2025-05-09"
ChossABlock,V2,"2025-05-04"
ChossABlock,V2,"2025-04-11"
ChossABlock,V2,"2025-04-05"
ChossABlock,V2,"2025-03-02"
ChossABlock,V2,"2024-09-02"
ChossABlock,V2,"2024-08-22"
ChossABlock,V2,"2024-08-17"
ChossABlock,V2,"2024-08-15"
ChossABlock,V2,"2024-08-02"
ChossABlock,V2,"2024-05-11"
ChossABlock,V2,"2024-01-13"
ChossABlock,V2,"2023-09-03"
ChossABlock,V2,"2023-08-17"
ChossABlock,V2,"2023-08-16"
ChossABlock,V2,"2023-07-26"
ChossABlock,V2,"2023-07-08"
ChossABlock,V2,"2023-07-06"
ChossABlock,V2,"2023-06-22"
ChossABlock,V2,"2023-06-17"
ChossABlock,V2,"2023-05-27"
ChossABlock,V2,"2023-05-26"
ChossABlock,V2,"2023-05-20"
ChossABlock,V2,"2023-05-12"
ChossABlock,V2,"2022-11-20"
ChossABlock,V2,"2022-10-23"
ChossABlock,V2,"2022-09-08"
ChossABlock,V2,"2022-09-08"
ChossABlock,V2,"2022-09-06"
ChossABlock,V2,"2022-09-02"
ChossABlock,V2,"2022-08-20"
ChossABlock,V2,"2022-08-20"
ChossABlock,V2,"2022-08-12"
ChossABlock,V2,"2022-08-10"
ChossABlock,V2,"2022-07-29"
ChossABlock,V2,"2022-07-20"
ChossABlock,V2,"2022-06-24"
ChossABlock,V2,"2022-06-24"
ChossABlock,V2,"2022-05-20"
ChossABlock,V2,"2022-05-20"
ChossABlock,V2,"2022-05-07"
ChossABlock,V2,"2021-07-07"
ChossABlock,V2,"2021-05-22"
ChossABlock,V2,"2021-05-20"
ChossABlock,V2,"2021-05-13"
ChossABlock,V2,"2021-05-13"
ChossABlock,V2,"2021-05-01"
ChossABlock,V2,"2021-04-19"
ChossABlock,V2,"2021-03-12"
ChossABlock,V2,"2020-09-21"
ChossABlock,V2,"2020-09-21"
ChossABlock,V2,"2020-09-17"
ChossABlock,V2,"2020-09-11"
ChossABlock,V2,"2020-09-07"
ChossABlock,V2,"2020-09-07"
ChossABlock,V2,"2020-09-05"
ChossABlock,V2,"2020-08-23"
ChossABlock,V2,"2020-08-16"
ChossABlock,V2,"2020-07-18"
ChossABlock,V2,"2020-07-18"
ChossABlock,V2,"2020-07-15"
ChossABlock,V2,"2020-07-11"
ChossABlock,V2,"2020-06-27"
ChossABlock,V2,"2020-06-26"
ChossABlock,V2,"2020-06-26"
ChossABlock,V2,"2020-03-24"
ChossABlock,V2,"2019-09-21"
ChossABlock,V2,"2019-08-31"
ChossABlock,V2,"2019-08-29"
ChossABlock,V2,"2019-08-20"
ChossABlock,V2,"2019-08-01"
ChossABlock,V2,"2019-07-09"
ChossABlock,V2,"2019-06-04"
ChossABlock,V2,"2019-05-11"
ChossABlock,V2,"2019-05-04"
ChossABlock,V2,"2019-04-29"
ChossABlock,V2,"2019-04-29"
ChossABlock,V2,"2019-03-25"
ChossABlock,V2,"2019-03-21"
ChossABlock,V2,"2018-09-15"
ChossABlock,V2,"2018-09-01"
ChossABlock,V2,"2018-09-01"
ChossABlock,V2,"2018-08-21"
ChossABlock,V2,"2018-07-25"
ChossABlock,V2,"2018-07-10"
ChossABlock,V2,"2018-06-30"
ChossABlock,V2,"2018-06-06"
ChossABlock,V2,"2018-06-04"
ChossABlock,V2,"2018-05-12"
ChossABlock,V2,"2018-04-23"
ChossABlock,V2,"2018-04-02"
ChossABlock,V2,"2017-09-12"
ChossABlock,V2,"2017-09-03"
ChossABlock,V2,"2017-08-04"
ChossABlock,V2,"2017-08-02"
ChossABlock,V2,"2017-07-27"
ChossABlock,V2,"2017-07-27"
ChossABlock,V2,"2017-07-20"
ChossABlock,V2,"2016-09-10"
ChossABlock,V2,"2016-09-07"
ChossABlock,V2,"2016-08-25"
ChossABlock,V2,"2016-08-04"
ChossABlock,V2,"2016-06-30"
ChossABlock,V2,"2016-05-31"
ChossABlock,V2,"2016-05-20"
ChossABlock,V2,"2016-05-08"
ChossABlock,V2,"2015-08-22"
ChossABlock,V2,"2015-08-18"
ChossABlock,V2,"2015-08-14"
ChossABlock,V2,"2015-08-14"
ChossABlock,V2,"2015-08-10"
ChossABlock,V2,"2015-06-30"
ChossABlock,V2,"2015-05-09"
ChossABlock,V2,"2015-05-09"
ChossABlock,V2,"2015-04-18"
ChossABlock,V2,"2015-03-02"
ChossABlock,V2,"2015-01-31"
ChossABlock,V2,"2014-08-02"
ChossABlock,V2,"2014-06-26"
ChossABlock,V2,"2014-06-22"
ChossABlock,V2,"2014-06-18"
ChossABlock,V2,"2014-06-10"
ChossABlock,V2,"2014-06-09"
ChossABlock,V2,"2014-05-14"
ChossABlock,V2,"2014-04-02"
ChossABlock,V2,"2013-08-24"
ChossABlock,V2,"2013-08-15"
ChossABlock,V2,"2013-08-13"
ChossABlock,V2,"2013-08-10"
ChossABlock,V2,"2013-07-28"
ChossABlock,V2,"2013-05-04"
ChossABlock,V2,"2013-05-04"
ChossABlock,V2,"2013-04-21"
ChossABlock,V2,"2012-11-09"
ChossABlock,V2,"2012-09-06"
ChossABlock,V2,"2012-06-29"
ChossABlock,V2,"2012-06-28"
ChossABlock,V2,"2012-06-25"
ChossABlock,V2,"2011-08-20"
ChossABlock,V2,"2011-07-23"
ChossABlock,V2,"2010-06-02"
ChossABlock,V2,"2010-05-17"
ChossABlock,V2,"2008-07-16"
Superdyke,V3,"2025-06-29"
Superdyke,V3,"2025-05-24"
Superdyke,V3,"2025-05-18"
Superdyke,V3,"2025-05-09"
Superdyke,V3,"2025-04-04"
Superdyke,V3,"2025-01-24"
Superdyke,V3,"2024-10-25"
Superdyke,V3,"2024-08-31"
Superdyke,V3,"2024-08-03"
Superdyke,V3,"2024-06-30"
Superdyke,V3,"2024-06-30"
Superdyke,V3,"2024-06-01"
Superdyke,V3,"2024-05-11"
Superdyke,V3,"2024-05-09"
Superdyke,V3,"2024-04-18"
Superdyke,V3,"2024-03-18"
Superdyke,V3,"2024-02-24"
Superdyke,V3,"2024-02-05"
Superdyke,V3,"2023-09-09"
Superdyke,V3,"2023-08-21"
Superdyke,V3,"2023-08-13"
Superdyke,V3,"2023-08-06"
Superdyke,V3,"2023-08-06"
Superdyke,V3,"2023-07-27"
Superdyke,V3,"2023-07-23"
Superdyke,V3,"2023-07-21"
Superdyke,V3,"2023-07-21"
Superdyke,V3,"2023-07-13"
Superdyke,V3,"2023-06-26"
Superdyke,V3,"2023-06-09"
Superdyke,V3,"2023-05-24"
Superdyke,V3,"2023-03-24"
Superdyke,V3,"2022-09-09"
Superdyke,V3,"2022-08-13"
Superdyke,V3,"2022-08-02"
Superdyke,V3,"2022-06-28"
Superdyke,V3,"2022-06-20"
Superdyke,V3,"2022-05-28"
Superdyke,V3,"2022-05-21"
Superdyke,V3,"2022-04-10"
Superdyke,V3,"2021-08-29"
Superdyke,V3,"2021-08-17"
Superdyke,V3,"2021-08-09"
Superdyke,V3,"2021-07-31"
Superdyke,V3,"2021-07-09"
Superdyke,V3,"2021-05-23"
Superdyke,V3,"2021-04-19"
Superdyke,V3,"2021-04-17"
Superdyke,V3,"2021-04-11"
Superdyke,V3,"2021-04-01"
Superdyke,V3,"2021-01-23"
Superdyke,V3,"2020-11-08"
Superdyke,V3,"2020-11-02"
Superdyke,V3,"2020-09-10"
Superdyke,V3,"2020-09-09"
Superdyke,V3,"2020-08-25"
Superdyke,V3,"2020-08-17"
Superdyke,V3,"2020-08-01"
Superdyke,V3,"2020-07-22"
Superdyke,V3,"2020-02-20"
Superdyke,V3,"2020-02-10"
Superdyke,V3,"2019-10-12"
Superdyke,V3,"2019-08-26"
Superdyke,V3,"2019-07-03"
Superdyke,V3,"2019-06-08"
Superdyke,V3,"2019-06-01"
Superdyke,V3,"2019-03-21"
Superdyke,V3,"2019-01-01"
Superdyke,V3,"2018-08-29"
Superdyke,V3,"2018-08-21"
Superdyke,V3,"2018-07-21"
Superdyke,V3,"2018-07-15"
Superdyke,V3,"2018-07-05"
Superdyke,V3,"2018-05-24"
Superdyke,V3,"2018-05-03"
Superdyke,V3,"2018-04-01"
Superdyke,V3,"2017-10-01"
Superdyke,V3,"2017-09-11"
Superdyke,V3,"2017-08-25"
Superdyke,V3,"2017-08-17"
Superdyke,V3,"2017-07-30"
Superdyke,V3,"2017-07-29"
Superdyke,V3,"2017-07-24"
Superdyke,V3,"2017-06-23"
Superdyke,V3,"2017-06-22"
Superdyke,V3,"2017-06-10"
Superdyke,V3,"2017-06-04"
Superdyke,V3,"2017-05-31"
Superdyke,V3,"2017-05-24"
Superdyke,V3,"2017-05-17"
Superdyke,V3,"2017-04-16"
Superdyke,V3,"2016-07-15"
Superdyke,V3,"2016-07-14"
Superdyke,V3,"2016-07-10"
Superdyke,V3,"2016-07-03"
Superdyke,V3,"2016-06-30"
Superdyke,V3,"2016-05-21"
Superdyke,V3,"2016-05-05"
Superdyke,V3,"2016-04-03"
Superdyke,V3,"2016-04-02"
Superdyke,V3,"2015-10-04"
Superdyke,V3,"2015-10-03"
Superdyke,V3,"2015-09-05"
Superdyke,V3,"2015-08-17"
Superdyke,V3,"2015-07-16"
Superdyke,V3,"2015-05-10"
Superdyke,V3,"2014-09-14"
Superdyke,V3,"2014-09-06"
Superdyke,V3,"2014-08-03"
Superdyke,V3,"2014-07-01"
Superdyke,V3,"2014-05-19"
Superdyke,V3,"2014-05-18"
Superdyke,V3,"2014-05-17"
Superdyke,V3,"2014-05-16"
Superdyke,V3,"2013-08-19"
Superdyke,V3,"2013-08-08"
Superdyke,V3,"2013-08-07"
Superdyke,V3,"2013-07-21"
Superdyke,V3,"2013-07-16"
Superdyke,V3,"2013-07-15"
Superdyke,V3,"2013-07-08"
Superdyke,V3,"2013-05-09"
Superdyke,V3,"2013-03-25"
Superdyke,V3,"2012-09-20"
Superdyke,V3,"2012-07-31"
Superdyke,V3,"2012-07-05"
Superdyke,V3,"2011-08-20"
Superdyke,V3,"2011-08-14"
Superdyke,V3,"2011-07-19"
Superdyke,V3,"2011-07-09"
Superdyke,V3,"2011-07-09"
Superdyke,V3,"2011-04-24"
Superdyke,V3,"2011-04-03"
Superdyke,V3,"2010-07-31"
Superdyke,V3,"2009-07-15"
Superdyke,V3,"2009-07-15"
Superdyke,V3,"2009-05-02"
Superdyke,V3,"2008-01-19"
Superdyke,V3,"2007-06-26"
Superdyke,V3,"2004-09-01"
Superdyke,V3,"2004-08-11"
Superdyke,V3,"1999-08-10"
A.T.D.,V7,"2025-07-03"
A.T.D.,V7,"2025-06-13"
A.T.D.,V7,"2025-04-26"
A.T.D.,V7,"2024-11-26"
A.T.D.,V7,"2024-10-03"
A.T.D.,V7,"2024-09-02"
A.T.D.,V7,"2024-06-24"
A.T.D.,V7,"2024-05-11"
A.T.D.,V7,"2024-04-06"
A.T.D.,V7,"2023-11-28"
A.T.D.,V7,"2023-11-26"
A.T.D.,V7,"2023-10-28"
A.T.D.,V7,"2023-09-30"
A.T.D.,V7,"2023-09-04"
A.T.D.,V7,"2023-08-20"
A.T.D.,V7,"2023-08-17"
A.T.D.,V7,"2023-08-13"
A.T.D.,V7,"2023-07-31"
A.T.D.,V7,"2023-07-26"
A.T.D.,V7,"2023-07-05"
A.T.D.,V7,"2023-06-22"
A.T.D.,V7,"2023-06-17"
A.T.D.,V7,"2023-05-31"
A.T.D.,V7,"2023-05-22"
A.T.D.,V7,"2023-05-15"
A.T.D.,V7,"2023-05-03"
A.T.D.,V7,"2023-03-18"
A.T.D.,V7,"2023-03-18"
A.T.D.,V7,"2023-03-18"
A.T.D.,V7,"2023-01-30"
A.T.D.,V7,"2022-11-28"
A.T.D.,V7,"2022-11-12"
A.T.D.,V7,"2022-10-16"
A.T.D.,V7,"2022-06-14"
A.T.D.,V7,"2022-06-07"
A.T.D.,V7,"2022-06-07"
A.T.D.,V7,"2022-06-01"
A.T.D.,V7,"2022-04-11"
A.T.D.,V7,"2022-03-05"
A.T.D.,V7,"2022-02-13"
A.T.D.,V7,"2022-02-12"
A.T.D.,V7,"2021-08-29"
A.T.D.,V7,"2021-08-29"
A.T.D.,V7,"2021-07-22"
A.T.D.,V7,"2021-07-09"
A.T.D.,V7,"2021-05-05"
A.T.D.,V7,"2021-04-05"
A.T.D.,V7,"2021-04-05"
A.T.D.,V7,"2021-04-05"
A.T.D.,V7,"2020-12-05"
A.T.D.,V7,"2020-10-02"
A.T.D.,V7,"2020-09-13"
A.T.D.,V7,"2020-08-29"
A.T.D.,V7,"2020-08-19"
A.T.D.,V7,"2020-08-19"
A.T.D.,V7,"2020-07-23"
A.T.D.,V7,"2019-08-23"
A.T.D.,V7,"2019-07-22"
A.T.D.,V7,"2019-06-25"
A.T.D.,V7,"2019-05-27"
A.T.D.,V7,"2019-05-19"
A.T.D.,V7,"2019-03-24"
A.T.D.,V7,"2019-03-17"
A.T.D.,V7,"2019-03-17"
A.T.D.,V7,"2019-03-10"
A.T.D.,V7,"2019-02-27"
A.T.D.,V7,"2018-11-17"
A.T.D.,V7,"2018-11-12"
A.T.D.,V7,"2018-10-21"
A.T.D.,V7,"2018-09-13"
A.T.D.,V7,"2018-09-11"
A.T.D.,V7,"2018-09-09"
A.T.D.,V7,"2018-08-31"
A.T.D.,V7,"2018-08-29"
A.T.D.,V7,"2018-08-21"
A.T.D.,V7,"2018-08-20"
A.T.D.,V7,"2018-08-18"
A.T.D.,V7,"2018-07-22"
A.T.D.,V7,"2018-07-18"
A.T.D.,V7,"2018-07-05"
A.T.D.,V7,"2018-06-21"
A.T.D.,V7,"2017-09-15"
A.T.D.,V7,"2017-08-15"
A.T.D.,V7,"2017-08-04"
A.T.D.,V7,"2017-08-02"
A.T.D.,V7,"2016-08-09"
A.T.D.,V7,"2016-04-09"
A.T.D.,V7,"2015-11-24"
A.T.D.,V7,"2015-10-04"
A.T.D.,V7,"2015-09-14"
A.T.D.,V7,"2015-09-05"
A.T.D.,V7,"2015-08-18"
A.T.D.,V7,"2015-08-06"
A.T.D.,V7,"2015-08-01"
A.T.D.,V7,"2015-07-28"
A.T.D.,V7,"2015-07-18"
A.T.D.,V7,"2015-06-06"
A.T.D.,V7,"2015-02-24"
A.T.D.,V7,"2014-10-08"
A.T.D.,V7,"2014-08-14"
A.T.D.,V7,"2014-05-13"
A.T.D.,V7,"2014-02-09"
A.T.D.,V7,"2013-10-30"
A.T.D.,V7,"2013-10-24"
A.T.D.,V7,"2013-08-05"
A.T.D.,V7,"2013-08-05"
A.T.D.,V7,"2013-07-25"
A.T.D.,V7,"2013-07-24"
A.T.D.,V7,"2013-05-06"
A.T.D.,V7,"2013-01-21"
A.T.D.,V7,"2012-08-24"
A.T.D.,V7,"2011-12-12"
A.T.D.,V7,"2011-08-13"
A.T.D.,V7,"2011-04-24"
A.T.D.,V7,"2011-04-08"
A.T.D.,V7,"2011-04-01"
A.T.D.,V7,"2011-03-23"
A.T.D.,V7,"2010-08-21"
A.T.D.,V7,"2009-10-13"
A.T.D.,V7,"2009-07-21"
A.T.D.,V7,"2009-07-09"
A.T.D.,V7,"2008-06-16"
A.T.D.,V7,"2008-04-22"
A.T.D.,V7,"2008-04-21"
A.T.D.,V7,"2007-07-27"
A.T.D.,V7,"2007-04-06"
A.T.D.,V7,"2006-07-06"
A.T.D.,V7,"2006-03-13"
A.T.D.,V7,"2005-08-01"
A.T.D.,V7,"2005-08-01"
A.T.D.,V7,"2005-07-04"
A.T.D.,V7,"2004-07-31"
A.T.D.,V7,"2004-06-01"
A.T.D.,V7,"2003-07-05"
A.T.D.,V7,"2003-06-01"
A.T.D.,V7,"2002-06-11"
Tennis Star,V1,"2025-07-20"
Tennis Star,V1,"2025-04-27"
Tennis Star,V1,"2025-04-26"
Tennis Star,V1,"2024-09-10"
Tennis Star,V1,"2024-09-08"
Tennis Star,V1,"2024-08-08"
Tennis Star,V1,"2024-08-06"
Tennis Star,V1,"2024-07-15"
Tennis Star,V1,"2024-07-04"
Tennis Star,V1,"2024-07-01"
Tennis Star,V1,"2024-06-16"
Tennis Star,V1,"2023-08-26"
Tennis Star,V1,"2023-08-19"
Tennis Star,V1,"2023-08-18"
Tennis Star,V1,"2023-08-18"
Tennis Star,V1,"2023-07-09"
Tennis Star,V1,"2023-07-03"
Tennis Star,V1,"2023-07-01"
Tennis Star,V1,"2023-05-22"
Tennis Star,V1,"2022-10-19"
Tennis Star,V1,"2022-10-17"
Tennis Star,V1,"2022-09-03"
Tennis Star,V1,"2022-08-28"
Tennis Star,V1,"2022-08-10"
Tennis Star,V1,"2022-08-08"
Tennis Star,V1,"2022-06-25"
Tennis Star,V1,"2022-06-25"
Tennis Star,V1,"2022-05-16"
Tennis Star,V1,"2022-03-05"
Tennis Star,V1,"2021-08-26"
